amount,amount_minor_units,currency_code,idempotency_key,merchant_id,parent_transaction_id,status,timestamp,transaction_id
15748.7,1574870,INR,idk_2d0d48bdc766,MERCHANT_431,,success,2026-05-22T05:25:00+00:00,c3b53164-647c-4c11-85f4-dd62b4fb4e68
30068.19,3006819,INR,idk_45188cf69542,MERCHANT_485,,success,2026-05-22T07:12:00+00:00,007598c7-5819-414f-b297-4abbd2e2e425
1163.96,116396,INR,idk_52d600ba773f,MERCHANT_300,,success,2026-05-10T04:37:00+00:00,e80cdc0e-012a-4bf5-ae4e-23774671e07e
150464.27,15046427,INR,idk_3602e0cf4828,MERCHANT_196,,success,2026-05-17T09:10:00+00:00,be927a96-e668-4594-8e38-c7f53315c276
917.27,91727,INR,idk_4758073cffb4,MERCHANT_042,,success,2026-05-16T07:18:00+00:00,4450fce7-f9b3-4f98-b86e-00451514a0ff
769.52,76952,INR,idk_af24b6d93fcc,MERCHANT_392,,success,2026-05-06T04:15:00+00:00,f6f89b0a-c234-4334-ab92-70c67485ee70
484.66,48466,INR,idk_db68ef32a969,MERCHANT_274,,success,2026-05-07T08:07:00+00:00,4f327716-5878-491b-a291-1453df64d356
957.56,95756,INR,idk_1c68db70774d,MERCHANT_128,,success,2026-05-08T08:26:00+00:00,6aae66fe-5acf-4afa-8856-f81946eacd11
1549.76,154976,INR,idk_8e9808f5e574,MERCHANT_267,,success,2026-05-20T08:34:00+00:00,c5c1126b-dfb8-4902-a3b7-209553c08797
145027.33,14502733,INR,idk_cfb6430cd804,MERCHANT_085,,success,2026-05-31T09:08:00+00:00,36277188-df61-465b-afe7-a7478be7837c
132.96,13296,INR,idk_941c7d11e235,MERCHANT_064,,success,2026-05-12T13:57:00+00:00,1a776d4a-2beb-48a2-baa7-9ea918d32182
20494.79,2049479,INR,idk_549f060bb942,MERCHANT_025,,success,2026-05-22T04:00:00+00:00,b6793c26-e952-4e22-8b46-7d94db2dee18
250.46,25046,INR,idk_eddf0ca4c369,MERCHANT_360,,success,2026-05-05T05:50:00+00:00,940dc6d0-da8e-458e-943e-515f306a16e1
538.35,53835,INR,idk_a660f311805f,MERCHANT_359,,success,2026-05-05T04:39:00+00:00,79cc9d88-dff7-4ec5-95d4-1a3b2d966fdd
14910.99,1491099,INR,idk_3b87f2401c1f,MERCHANT_399,,success,2026-05-09T05:29:00+00:00,57b943b3-d9d3-4d1c-87bb-a289241b3ce3
482.96,48296,INR,idk_2d0a939777d7,MERCHANT_007,,success,2026-05-22T05:00:00+00:00,9ff94f1a-c778-4003-99d3-dfb8b134fad0
48400.63,4840063,INR,idk_1e5f31d67458,MERCHANT_234,,success,2026-05-10T09:10:00+00:00,918336c5-649c-46b7-905c-58f696647db8
9611.04,961104,INR,idk_71d31bd340b6,MERCHANT_219,,success,2026-05-24T05:01:00+00:00,92415fee-4221-4c7a-9581-99013ae57cdb
8847.83,884783,INR,idk_e2d826844ebe,MERCHANT_225,,success,2026-05-31T04:30:00+00:00,5e81f121-5ebe-4dc5-9974-9a01797e201e
347.77,34777,INR,idk_e02b97c189cc,MERCHANT_354,,success,2026-05-28T09:48:00+00:00,4f18a472-e16d-4ea1-8670-d49c6725d964
8229.26,822926,INR,idk_c11361e6e09b,MERCHANT_303,,success,2026-05-16T10:50:00+00:00,28dcc5c1-d9eb-4c4f-8462-f78a769e36c1
202.81,20281,INR,idk_076b4587ae7c,MERCHANT_024,,success,2026-05-03T06:27:00+00:00,d8d410b2-62e4-493e-896e-398fc33f0683
17982.98,1798298,INR,idk_3d31f48e7135,MERCHANT_490,,success,2026-05-22T10:40:00+00:00,f1278c28-3ec1-48fa-9d33-713b66f86bad
10099.57,1009957,INR,idk_fa7b036e260e,MERCHANT_347,,success,2026-05-21T06:00:00+00:00,74cd7ac8-1469-4a0f-a544-05c2b77e20a7
631.47,63147,INR,idk_da9a0b323fae,MERCHANT_435,,success,2026-05-16T05:11:00+00:00,84d24d3c-2be0-47a8-861b-cf5f220ea824
91325.99,9132599,INR,idk_3f6189c4ab0a,MERCHANT_330,,success,2026-05-13T05:12:00+00:00,65150e07-d0b3-44f8-9459-3906a1febc2e
498.45,49845,INR,idk_7966d799b42d,MERCHANT_255,,success,2026-05-24T04:13:00+00:00,6491ac7e-e436-427a-b753-601b6f1d2689
18.18,1818,INR,idk_ce6086f9211e,MERCHANT_310,,success,2026-05-31T10:42:00+00:00,604eb8b6-0f81-4867-b242-1596d1d40725
227.56,22756,INR,idk_e1601fa3a297,MERCHANT_233,,success,2026-05-11T10:45:00+00:00,0d2a6d51-a6ce-4262-a618-10066b9dc670
173.32,17332,INR,idk_f25d49e1355d,MERCHANT_325,,success,2026-05-31T10:30:00+00:00,2dace66f-9909-41ba-bada-7766e5c9e44b
2779.47,277947,INR,idk_a3cc52df88ba,MERCHANT_210,,success,2026-05-04T10:19:00+00:00,94b8a293-0a0b-47cd-8da0-8b48257ca706
866.89,86689,INR,idk_9bffac6add36,MERCHANT_174,,success,2026-05-04T09:09:00+00:00,dcd79717-d76e-4f0c-ab1c-ad02b23333a1
1346.77,134677,INR,idk_2aea5c529335,MERCHANT_302,,success,2026-05-31T04:40:00+00:00,208ae674-de5b-4826-add0-ce23818b2d95
14473.48,1447348,INR,idk_e5d9deb521c3,MERCHANT_472,,success,2026-05-31T04:59:00+00:00,12bac84a-9060-4e75-91e9-212370405683
375.82,37582,INR,idk_ab72f0f2281f,MERCHANT_355,,success,2026-05-25T08:32:00+00:00,ad8f0d4e-2708-4df9-b075-401ac08ad664
5877.13,587713,INR,idk_ec775163fbe2,MERCHANT_454,,success,2026-05-24T09:00:00+00:00,50a2bd3a-2050-4427-b328-67fa7e100fbc
16095.16,1609516,INR,idk_d51b8bdc0e97,MERCHANT_108,,success,2026-05-20T08:50:00+00:00,c092b074-af85-4f0f-b3c1-bb361fada17a
38821.77,3882177,INR,idk_096583523798,MERCHANT_356,,success,2026-05-21T07:14:00+00:00,2a3e6350-e78b-4665-92b8-398df97bb18a
741.32,74132,INR,idk_0c057b639a1b,MERCHANT_383,,success,2026-05-29T09:03:00+00:00,4e89a27d-b601-4820-9e95-45a7fe87f5e9
420.71,42071,INR,idk_6712122880f0,MERCHANT_029,,success,2026-05-07T05:25:00+00:00,7d94e186-ff51-4ec6-8d3f-1156cc90f433
6374.38,637438,INR,idk_13796213014f,MERCHANT_017,,success,2026-05-12T04:46:00+00:00,8fc13c5a-d51b-439d-9653-b97212a8a79c
16293.58,1629358,INR,idk_8b16f001d9fa,MERCHANT_402,,success,2026-05-26T14:25:00+00:00,0ac138bc-b99b-4ae6-87d7-0e984fca967a
281.61,28161,INR,idk_095861e7f21e,MERCHANT_007,,success,2026-05-24T05:46:00+00:00,b0810eba-46fd-48fb-93cf-aaf05e8055f2
27898.41,2789841,INR,idk_02d59dea4d13,MERCHANT_280,,success,2026-05-24T05:56:00+00:00,3e74c274-3148-4ed5-992f-01c75bb268fe
680.58,68058,INR,idk_f31cffc60ae5,MERCHANT_089,,success,2026-05-24T04:31:00+00:00,355961ad-4a1a-4dcf-b387-a0d8997d7f39
583.67,58367,INR,idk_1ae7a5da14c4,MERCHANT_170,,success,2026-05-15T05:09:00+00:00,c2179a77-be8b-42b2-b5a5-d261a31969bf
34148.11,3414811,INR,idk_57363a64ef4a,MERCHANT_155,,success,2026-05-16T10:42:00+00:00,98fd09a0-13b0-4455-8c70-51bbdd891d8d
1849.9,184990,INR,idk_0874ece84220,MERCHANT_403,,success,2026-05-17T09:41:00+00:00,67330471-2a8e-4635-ba7d-4673e1132aab
19286.01,1928601,INR,idk_61dc5da05c13,MERCHANT_151,,success,2026-05-07T10:40:00+00:00,736f5f94-d77f-431a-a264-187f22f7ee47
92078.95,9207895,INR,idk_db69af2f7585,MERCHANT_315,,success,2026-05-30T03:03:00+00:00,bec97ca1-e87d-4e54-a0ed-1abf01f2ab87
540.02,54002,INR,idk_8ee0708b75c6,MERCHANT_467,,success,2026-05-17T08:39:00+00:00,6190594f-84b7-4053-82d2-73c42d2c70a9
678.97,67897,INR,idk_f216d6e1a50d,MERCHANT_043,,success,2026-05-31T04:47:00+00:00,25940b70-355a-4262-bd7a-9da45a09943c
2351.94,235194,INR,idk_95a5a153ceb3,MERCHANT_106,,success,2026-05-18T13:56:00+00:00,825c68c2-f2ed-429c-938e-8bae44d708b6
7760.16,776016,INR,idk_e3882cb2a5d7,MERCHANT_170,,success,2026-05-02T04:10:00+00:00,fdf6b3d4-e20c-44c3-97a2-6e698ed9aca6
302.0,30200,INR,idk_7c329fd16542,MERCHANT_199,,success,2026-05-15T09:34:00+00:00,6ccbdfad-b51e-4a36-9157-016fab0b64bd
831.45,83145,INR,idk_07f1fa7b94a5,MERCHANT_388,,success,2026-05-24T04:51:00+00:00,63d834ae-5b16-418e-9e33-2b68c556e6b7
878.47,87847,INR,idk_d002cdcc5dcf,MERCHANT_045,,success,2026-05-10T09:31:00+00:00,f41a916e-fac5-46a8-a972-30895e4d8961
109.56,10956,INR,idk_67ba5b371215,MERCHANT_408,,success,2026-05-26T08:47:00+00:00,b32d5a6d-1fe8-4e50-9b4e-2c714a37d40b
910.17,91017,INR,idk_aef3879bc5d7,MERCHANT_022,,success,2026-05-01T10:32:00+00:00,9b0f196f-c83e-4382-b0a7-f258b7d354b7
1675.08,167508,INR,idk_1f3a10f25dbb,MERCHANT_109,,success,2026-05-14T10:16:00+00:00,053a144e-aa4d-454f-861b-6a8c42c39421
444.33,44433,INR,idk_87b828827763,MERCHANT_149,,success,2026-05-22T08:13:00+00:00,1dca754f-6aba-4736-bc17-0413a5df6e04
679.75,67975,INR,idk_b798c8ab3128,MERCHANT_146,,success,2026-05-20T05:27:00+00:00,afe91fe2-f71f-427b-a55e-2ee363664fca
652.3,65230,INR,idk_7fa4183c3535,MERCHANT_187,,success,2026-05-26T09:17:00+00:00,7661504f-9cd6-42b0-81a2-5ab86d6b2d8b
18328.73,1832873,INR,idk_5b2ac8dd9e65,MERCHANT_185,,success,2026-05-05T12:28:00+00:00,542051da-9ae9-41f8-87d2-ead83cab641b
14775.97,1477597,INR,idk_0445d98fef7e,MERCHANT_331,,success,2026-05-20T09:01:00+00:00,c85bf4f7-ac67-4019-879b-56db8b92ab18
505.11,50511,INR,idk_bfd26fd719d4,MERCHANT_298,,success,2026-05-19T10:20:00+00:00,e83553e2-16f4-44c1-89d8-ed7dd8143053
16878.73,1687873,INR,idk_d1d4eb03c2e6,MERCHANT_077,,success,2026-05-12T06:04:00+00:00,11defefa-006b-471e-9c00-90c2f3e39df9
500.85,50085,INR,idk_57df8f0f7036,MERCHANT_187,,success,2026-05-17T02:22:00+00:00,bf5917da-1d4f-47a6-af1f-7176c62a7f1a
20410.06,2041006,INR,idk_f17cec33e4a7,MERCHANT_082,,success,2026-05-06T10:49:00+00:00,cdbfaf4a-9a2b-4437-84f3-38d481690741
390.15,39015,INR,idk_ac03f0203e5d,MERCHANT_250,,success,2026-05-08T08:30:00+00:00,96d69b18-8ac2-42df-8cae-85e20e2f0be5
119847.41,11984741,INR,idk_ff60a4236b25,MERCHANT_233,,success,2026-05-29T04:48:00+00:00,e5b12b3a-f9c2-4c2a-a32e-80581fa46055
149.93,14993,INR,idk_516e43aed775,MERCHANT_297,,success,2026-05-18T05:31:00+00:00,dc659cc3-a282-4cb7-90bf-a625957c1de5
8393.33,839333,INR,idk_da9080490883,MERCHANT_499,,success,2026-05-30T08:38:00+00:00,74cd0093-628b-46fc-a7af-d82617fd89b9
276.1,27610,INR,idk_01e846d062b6,MERCHANT_040,,success,2026-05-17T08:20:00+00:00,1448453f-23cb-4a40-89f1-fa00ef903963
9003.51,900351,INR,idk_5013495768af,MERCHANT_416,,success,2026-05-11T04:37:00+00:00,7d623d7f-314b-48a0-80e9-b8e95a78f3c9
114.96,11496,INR,idk_ca859127d8e5,MERCHANT_083,,success,2026-05-05T10:09:00+00:00,24a902f0-54e0-4db7-86f8-34cc732ded6a
683.4,68340,INR,idk_1cd35763a6dc,MERCHANT_010,,success,2026-05-29T13:49:00+00:00,ff784f79-9210-48dc-8d62-b64a3f6d0c64
980.87,98087,INR,idk_e08fcb3f85bd,MERCHANT_421,,success,2026-05-25T10:49:00+00:00,6f67d7a2-a362-4d09-aa1d-9584db917188
427.79,42779,INR,idk_1f77f4c2ebfb,MERCHANT_118,,success,2026-05-13T05:13:00+00:00,6f79c197-a594-48a9-837f-6b7840873065
35163.35,3516335,INR,idk_4f8c43172556,MERCHANT_091,,success,2026-05-16T10:09:00+00:00,8e7ac4a9-acab-47ba-b75a-6732f68c6801
486.18,48618,INR,idk_dfb985d839b7,MERCHANT_309,,success,2026-05-18T02:48:00+00:00,da3b3b13-416a-4229-9926-f42fc2509dfd
13853.07,1385307,INR,idk_fbc6e628e673,MERCHANT_180,,success,2026-05-19T15:05:00+00:00,050841d8-24b3-4baf-a523-1760bbd49e0e
118.59,11859,INR,idk_5caf1fd286e4,MERCHANT_466,,success,2026-05-28T08:45:00+00:00,ab27e369-5794-4ba3-82df-467790ef585d
76.93,7693,INR,idk_dfca6c4e2057,MERCHANT_004,,success,2026-05-19T04:40:00+00:00,98aff57d-a575-45c3-9124-abd8511ec0b2
13504.59,1350459,INR,idk_a902fc73f665,MERCHANT_219,,success,2026-05-21T08:23:00+00:00,ef69fb40-bdfa-4253-84c0-4bf80c882cde
1532.69,153269,INR,idk_60f5aa88c79b,MERCHANT_105,,success,2026-05-14T10:37:00+00:00,abdcac14-b559-44b2-ab27-48e727bfcf14
333.58,33358,INR,idk_d87bac2bdac3,MERCHANT_362,,success,2026-05-13T06:01:00+00:00,08e7f707-7f82-4af6-93cc-fc78230f3653
692.94,69294,INR,idk_1cd9094e1f27,MERCHANT_110,,success,2026-05-17T08:58:00+00:00,b8765b5c-46b2-4e10-b6fc-3c9682e6638c
329.19,32919,INR,idk_c6074bdfe305,MERCHANT_412,,success,2026-05-03T10:06:00+00:00,2250bd2f-373d-40ac-9c1b-4b7a7e1e9d71
693.08,69308,INR,idk_99851e0fd81b,MERCHANT_365,,success,2026-05-31T05:47:00+00:00,ee5ba8e6-4d73-4f88-9e51-9aa5c4174505
152928.78,15292878,INR,idk_3643e87b7007,MERCHANT_402,,success,2026-05-20T10:51:00+00:00,702eb0c3-388f-459c-9c90-e3b5073f8f55
228.49,22849,INR,idk_541e0b36217d,MERCHANT_205,,success,2026-05-12T09:32:00+00:00,0c4e8d01-a7b6-4216-b10c-ea7b353967d4
39095.1,3909510,INR,idk_38ab662b844f,MERCHANT_372,,success,2026-05-27T10:29:00+00:00,02a13b7a-d144-4a62-a28e-2d0c8ce9b89f
574.64,57464,INR,idk_52360fb66f5f,MERCHANT_209,,success,2026-05-17T10:11:00+00:00,329af4de-37cb-4b2d-8797-e8b5d7153fb2
32017.39,3201739,INR,idk_ea17bdf7675a,MERCHANT_356,,success,2026-05-15T10:37:00+00:00,22c60ebc-415f-46aa-acd3-cefeb9f58323
438.84,43884,INR,idk_1908aed4e98e,MERCHANT_015,,success,2026-05-16T08:11:00+00:00,b992cf58-6627-4c20-b5fa-a43be7bde02b
9992.11,999211,INR,idk_7ac3d7206c61,MERCHANT_490,,success,2026-05-12T10:07:00+00:00,28a69c11-3ae6-4ef7-b348-d8466e28f8e0
1894.92,189492,INR,idk_982599d3c467,MERCHANT_039,,success,2026-05-18T09:27:00+00:00,ce37a76b-9542-4637-b2de-ed9bee2a90b8
309.36,30936,INR,idk_34844779a96d,MERCHANT_136,,success,2026-05-07T06:00:00+00:00,ab7fc146-8c60-49e5-b383-bc9f7f4f70a8
37817.33,3781733,INR,idk_8dbf20aa4052,MERCHANT_004,,success,2026-05-25T05:01:00+00:00,cf1dfc91-286a-4781-9a38-61d835cbc67f
37702.6,3770260,INR,idk_9615c337a828,MERCHANT_141,,success,2026-05-16T10:24:00+00:00,ff523340-dad8-4ac1-b7ab-152a4cdc3429
1098.74,109874,INR,idk_79883dfb7d81,MERCHANT_277,,success,2026-05-02T08:32:00+00:00,77f20c10-252c-4500-8692-cc579115f483
205527.2,20552720,INR,idk_f744c4b6fa3c,MERCHANT_353,,success,2026-05-01T02:20:00+00:00,1e497101-2ab0-468c-a10a-97509aea458e
240.82,24082,INR,idk_483318ec3035,MERCHANT_122,,success,2026-05-09T10:28:00+00:00,0c33b309-6e24-46d8-8b16-2942d2eba44a
862.42,86242,INR,idk_96b1338c9cb5,MERCHANT_206,,success,2026-05-09T05:43:00+00:00,9f2ea2a9-7979-4db7-b791-0970b7b6fcfd
47856.48,4785648,INR,idk_6b32947fe18a,MERCHANT_285,,success,2026-05-14T05:16:00+00:00,91e86f96-4c9d-4c76-8d7f-41c0ae807d7e
7712.47,771247,INR,idk_b04e4b45a128,MERCHANT_458,,success,2026-05-28T10:41:00+00:00,dc21eb27-db7a-44a4-9f57-2e4289ffee47
258.99,25899,INR,idk_3fb1899aad6b,MERCHANT_111,,success,2026-05-27T10:00:00+00:00,fea4d180-b911-4bf9-81a5-e9065f586e4b
324.2,32420,INR,idk_9c32f2886c02,MERCHANT_415,,reversed,2026-05-09T04:33:00+00:00,d3b82347-26a8-4667-8b7b-670e5f1e3d41
672.81,67281,INR,idk_5f5236fac50b,MERCHANT_090,,success,2026-05-25T08:27:00+00:00,bdf5794d-3501-4b89-b565-f5fa0b897e6c
111.83,11183,INR,idk_40fd43b4b1e8,MERCHANT_238,,success,2026-05-21T05:47:00+00:00,b73abafa-cd4c-40d4-9150-04247b3fe99e
122.51,12251,INR,idk_b23718197bdf,MERCHANT_041,,success,2026-05-06T05:27:00+00:00,556a1872-7ce9-4efe-ad24-8966315ef5ab
139.36,13936,INR,idk_931bfd1003fa,MERCHANT_400,,success,2026-05-28T07:44:00+00:00,04751953-d2b8-4e14-801b-a8161ffedf53
674.53,67453,INR,idk_d58338a858e9,MERCHANT_086,,success,2026-05-13T04:11:00+00:00,cfee2b2b-09af-4d2c-9178-65d1ec001316
45.73,4573,INR,idk_53ab7e2633c9,MERCHANT_392,,success,2026-05-03T08:46:00+00:00,f0b30f99-027f-4c1c-8c55-bb05173748fe
308.06,30806,INR,idk_6a887b60bb7d,MERCHANT_321,,success,2026-05-05T11:00:00+00:00,cfffd08c-2782-43be-9ca3-7a57196a9530
10639.61,1063961,INR,idk_24f708ed0742,MERCHANT_500,,success,2026-05-28T08:42:00+00:00,7100a64e-aabf-47b4-9b38-89738257ad00
628.91,62891,INR,idk_1d2c3fd3392b,MERCHANT_384,,success,2026-05-21T09:40:00+00:00,59318758-c55d-4bca-9a2c-1f3503c6eb7b
331.38,33138,INR,idk_6e423f86223e,MERCHANT_158,,success,2026-05-12T08:16:00+00:00,843eac53-1855-4ea6-aea8-e53b289b9070
11081.93,1108193,INR,idk_735365117a89,MERCHANT_005,,success,2026-05-23T09:26:00+00:00,0665ef3b-23a3-4640-8192-55fbb155b532
1231.66,123166,INR,idk_2ed14f6a17ca,MERCHANT_097,,success,2026-05-14T09:32:00+00:00,e6f1a044-692c-4147-8692-a4895e3ae4cc
398.65,39865,INR,idk_37b81f1ce8ae,MERCHANT_217,,success,2026-05-21T10:55:00+00:00,57fbb8fc-4e20-4d90-a46f-eb56042a89f2
6333.8,633380,INR,idk_500a19578734,MERCHANT_415,,success,2026-05-09T06:01:00+00:00,1aeef5dc-34e7-42cd-a0e7-01368c8dd156
624.28,62428,INR,idk_f850dfd764e1,MERCHANT_319,,success,2026-05-16T08:08:00+00:00,925bcdce-a90e-42b8-83d0-f240797a68d6
236.91,23691,INR,idk_f3259b0bb5e5,MERCHANT_367,,success,2026-05-15T04:21:00+00:00,4c9fd871-a1a1-4b8d-8574-fc9d06020ff0
137.7,13770,INR,idk_de89e2090efa,MERCHANT_191,,success,2026-05-15T04:28:00+00:00,226c2ae5-aa5a-49a1-94c7-86631ef20888
751.45,75145,INR,idk_625e1c7b647c,MERCHANT_241,,success,2026-05-06T08:59:00+00:00,bf56dbbd-2896-4ba4-bf6a-b62286545e97
9177.81,917781,INR,idk_d0a8fcfb68ed,MERCHANT_493,,success,2026-05-10T05:47:00+00:00,6b0eead4-6eb6-498f-a2ae-9bed83350e70
195.98,19598,INR,idk_e7b93ce7029e,MERCHANT_102,,success,2026-05-12T02:20:00+00:00,5c3dcea9-4c58-481a-8108-2601547368f5
266.12,26612,INR,idk_9533c9290f01,MERCHANT_062,,success,2026-05-13T05:07:00+00:00,5e24bc28-a0c3-4836-9a74-c93f222416bb
616.88,61688,INR,idk_3d17348dc93b,MERCHANT_046,,success,2026-05-08T09:12:00+00:00,d0b27ff3-8976-4c5b-8003-59103a2fb5e9
1881.09,188109,INR,idk_525ad559ee2c,MERCHANT_065,,success,2026-05-16T08:42:00+00:00,06b9878e-0e1e-4ad8-9d7c-0755da9632c5
6795.46,679546,INR,idk_fcd4de32eb9d,MERCHANT_371,,success,2026-05-05T04:38:00+00:00,23b9855f-b79e-4da9-8733-c51e2edee28b
10129.62,1012962,INR,idk_001ca28f5e1d,MERCHANT_179,,success,2026-05-11T09:24:00+00:00,ba0200ca-fa99-4a57-961a-65a84b768bff
540.35,54035,INR,idk_3975fc0353a4,MERCHANT_420,,success,2026-05-09T08:36:00+00:00,87b585a6-65bf-4549-91e1-1e276ad3d68d
42291.49,4229149,INR,idk_2337f0640a4b,MERCHANT_187,,success,2026-05-25T05:27:00+00:00,6254e5b6-b5e1-4764-b9eb-c8fe65385ee7
5475.73,547573,INR,idk_5e353d14a54c,MERCHANT_393,,success,2026-05-18T10:25:00+00:00,b4326b17-0035-41cf-b4bd-29bcbeca6bd5
628.07,62807,INR,idk_590853b03300,MERCHANT_481,,success,2026-05-05T04:19:00+00:00,780c249a-c53e-4e81-810b-0732966386b4
1927.24,192724,INR,idk_0fff50d92ecf,MERCHANT_270,,success,2026-05-20T10:23:00+00:00,a7ca4ade-4947-4952-8b57-89f44522243b
1054.47,105447,INR,idk_b4789658291f,MERCHANT_252,,success,2026-05-30T09:58:00+00:00,46803b8c-df71-4943-979a-0ed74f255ce6
133803.46,13380346,INR,idk_59d676e18712,MERCHANT_363,,success,2026-05-02T08:40:00+00:00,c090da9e-8f3b-4ebe-8115-38584e69c75c
222.11,22211,INR,idk_4ab3facbdf50,MERCHANT_052,,success,2026-05-24T10:31:00+00:00,48bb8f67-052d-4229-ac7c-410b3aebc0a3
2009.12,200912,INR,idk_8493be86ff20,MERCHANT_286,,success,2026-05-14T04:56:00+00:00,eca88789-9aaf-4968-9497-d856a3d1b7e2
13794.43,1379443,INR,idk_11108eab6199,MERCHANT_406,,success,2026-05-06T09:39:00+00:00,ff057857-653d-45bc-8888-adaa0f5e65d6
371.92,37192,INR,idk_642d0d8d45a2,MERCHANT_167,,success,2026-05-28T09:55:00+00:00,76ce97b2-fd3e-4a60-b2d3-f667b9f240d0
558.28,55828,INR,idk_2c5b888d0c3c,MERCHANT_393,,success,2026-05-18T08:30:00+00:00,1d11a2f2-f2aa-44ff-ab3b-9a0f3797ce44
13.12,1312,INR,idk_fcad7c4b8a4b,MERCHANT_146,,success,2026-05-20T10:15:00+00:00,b4cf88d0-7be7-4633-85b0-3c22e009048c
104960.41,10496041,INR,idk_91a9b25fbff5,MERCHANT_396,,success,2026-05-27T09:05:00+00:00,be564531-2989-44b0-b5b0-aac1958697df
655.11,65511,INR,idk_b4337bb4e93f,MERCHANT_158,,success,2026-05-02T09:45:00+00:00,d12f8127-2acf-4af8-a19b-ee75f958c094
4074.26,,,,MERCHANT_033,f9d0557d-788e-4299-9ea5-a1e6f5d9163d,reversed,2026-05-30T04:35:41.857311,4a41c610-1aa7-42f9-8de9-b938af3115ed
2895.39,,,,MERCHANT_012,defb166a-3116-42f0-9439-e2bbcc72bd4c,reversed,2026-05-30T04:35:41.857311,879e1efd-a9a8-42fc-bbfc-51edbb8ae111
